Gestora;Data;Talão;Classificação;Descrição;Valor
SEDUC;10/01/2017;10.01.0015;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;450,26
SEDUC;10/01/2017;10.01.0016;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;29,81
SEDUC;10/01/2017;10.01.0017;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;2.795,66
SEDUC;10/01/2017;10.01.0018;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;8.009,74
SEFIN;10/01/2017;10.01.0019;1922.99.00.00.00;Outras Restituições;996,95
AMT;10/01/2017;10.01.0020;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;226,45
SEFIN;10/01/2017;10.01.0021;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;190,90
SEFIN;10/01/2017;10.01.0022;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;8.294,38
SEFIN;10/01/2017;10.01.0023;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;961,71
SEFIN;10/01/2017;10.01.0024;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;182,03
SEFIN;10/01/2017;10.01.0025;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;3.624,39
SEFIN;10/01/2017;10.01.0026;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;388,43
SEFIN;10/01/2017;10.01.0027;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;149,29
SEFIN;10/01/2017;10.01.0028;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;13.500,00
SEFIN;10/01/2017;10.01.0029;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;37.085,51
SEFIN;10/01/2017;10.01.0030;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;5.731,89
SEFIN;10/01/2017;10.01.0031;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;599,72
SEFIN;10/01/2017;10.01.0032;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;3.040,39
SEFIN;10/01/2017;10.01.0033;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;2.285,38
SEFIN;10/01/2017;10.01.0034;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;237,78
SEFIN;10/01/2017;10.01.0035;1121.25.00.00.00;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e Prestadoras de Serviços;636,49
SEFIN;10/01/2017;10.01.0036;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.776,44
SEFIN;10/01/2017;10.01.0037;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;227,45
SEFIN;10/01/2017;10.01.0038;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.507,35
SEFIN;10/01/2017;10.01.0039;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;17.692,29
SEFIN;10/01/2017;10.01.0040;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;728,08
SEFIN;10/01/2017;10.01.0041;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;875,69
SEFIN;10/01/2017;10.01.0042;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;237,78
SEFIN;10/01/2017;10.01.0043;1121.25.00.00.00;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e Prestadoras de Serviços;50,09
SEFIN;10/01/2017;10.01.0044;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.466,01
SEFIN;10/01/2017;10.01.0045;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;92,91
SEFIN;10/01/2017;10.01.0046;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;131,40
SEFIN;10/01/2017;10.01.0047;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;785,79
SEFIN;10/01/2017;10.01.0048;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;43,00
SEFIN;10/01/2017;10.01.0049;1113.05.01.02.00;IMPOSTO SOBRE SERVIÇO – STN CONVÊNIO;28.098,00
SEFIN;10/01/2017;10.01.0050;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;88,14
SEFIN;10/01/2017;10.01.0051;1122.99.00.00.00;Outras Taxas pela Prestação de Serviços;108,88
SEFIN;11/01/2017;11.01.0001;1722.01.13.00.00;Cota-Parte da Contribuição de Intervenção no Domínio Econômico;122.764,42
SEFIN;11/01/2017;11.01.0002;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;1.766,60
SESA;11/01/2017;11.01.0003;1721.33.14.22.00;TETO MUNICIPAL DA MÉDIA E ALTA COMPLEXIDADE AMB. E HOSPITALAR;915.890,93
SESA;11/01/2017;11.01.0004;1721.33.14.22.00;TETO MUNICIPAL DA MÉDIA E ALTA COMPLEXIDADE AMB. E HOSPITALAR;74.094,07
SESA;11/01/2017;11.01.0005;1721.33.14.22.00;TETO MUNICIPAL DA MÉDIA E ALTA COMPLEXIDADE AMB. E HOSPITALAR;500.000,00
SESA;11/01/2017;11.01.0006;1721.33.14.22.00;TETO MUNICIPAL DA MÉDIA E ALTA COMPLEXIDADE AMB. E HOSPITALAR;7.500,00
SESA;11/01/2017;11.01.0007;1721.33.14.22.00;TETO MUNICIPAL DA MÉDIA E ALTA COMPLEXIDADE AMB. E HOSPITALAR;182.733,33
SEDUC;11/01/2017;11.01.0008;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;5.473,12
AMT;11/01/2017;11.01.0009;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;161,75
SEFIN;11/01/2017;11.01.0010;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.823,62
SEFIN;11/01/2017;11.01.0011;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;3.175,12
SEFIN;11/01/2017;11.01.0012;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;195.152,59
SEFIN;11/01/2017;11.01.0013;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;390.857,10
SEFIN;11/01/2017;11.01.0014;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;92,25
SEFIN;11/01/2017;11.01.0015;1121.25.00.00.00;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e Prestadoras de Serviços;3.764,69
SEFIN;11/01/2017;11.01.0016;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.506,36
SEFIN;11/01/2017;11.01.0017;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.796,82
SEFIN;11/01/2017;11.01.0018;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;106,19
SEFIN;11/01/2017;11.01.0019;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;9.905,18
SEFIN;11/01/2017;11.01.0020;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;806,41
SEFIN;11/01/2017;11.01.0021;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;273,55
SEFIN;11/01/2017;11.01.0022;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;6.091,90
SEFIN;11/01/2017;11.01.0023;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;285,34
SEFIN;11/01/2017;11.01.0024;1121.29.00.00.00;Taxa de Licença para Execução de Obras;414,12
SEFIN;11/01/2017;11.01.0025;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;4.131,15
SEFIN;11/01/2017;11.01.0026;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;351,61
SEFIN;11/01/2017;11.01.0027;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;11.500,00
SEFIN;11/01/2017;11.01.0028;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;20.879,83
SEFIN;11/01/2017;11.01.0029;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;1.271,35
SEFIN;11/01/2017;11.01.0030;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;24,60
SEFIN;11/01/2017;11.01.0031;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;9,00
SEFIN;12/01/2017;12.01.0001;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;765,34
AMT;12/01/2017;12.01.0002;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;81,49
AMT;12/01/2017;12.01.0003;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;98,92
SEFIN;12/01/2017;12.01.0004;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;217,15
SEFIN;12/01/2017;12.01.0005;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;10.534,38
SEFIN;12/01/2017;12.01.0006;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;33.628,67
SEFIN;12/01/2017;12.01.0007;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;574.766,84
SEFIN;12/01/2017;12.01.0008;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;2.601,71
SEFIN;12/01/2017;12.01.0009;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;3.274,52
SEFIN;12/01/2017;12.01.0010;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;129.001,79
SEFIN;12/01/2017;12.01.0011;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;4.307,81
SEFIN;12/01/2017;12.01.0012;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;790,83
SEFIN;12/01/2017;12.01.0013;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.374,86
SEFIN;12/01/2017;12.01.0014;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;2.468,00
SEFIN;12/01/2017;12.01.0015;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;71.067,19
SEFIN;12/01/2017;12.01.0016;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;61.888,57
SEFIN;12/01/2017;12.01.0017;1121.29.00.00.00;Taxa de Licença para Execução de Obras;458,27
SEFIN;12/01/2017;12.01.0018;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.439,23
SEFIN;12/01/2017;12.01.0019;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;3.256,31
SEFIN;12/01/2017;12.01.0020;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;2.400,00
SEFIN;12/01/2017;12.01.0021;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;244,50
SEFIN;12/01/2017;12.01.0022;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;1.234,41
SEFIN;12/01/2017;12.01.0023;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;519,97
SEFIN;12/01/2017;12.01.0024;1121.25.00.00.00;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e Prestadoras de Serviços;36,90
SEFIN;12/01/2017;12.01.0025;1122.28.00.00.00;Taxa de Cemitérios;100,00
SEFIN;12/01/2017;12.01.0026;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;6.685,03
SEFIN;12/01/2017;12.01.0027;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;121,16
SEFIN;12/01/2017;12.01.0028;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;196,25
SEFIN;12/01/2017;12.01.0029;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;60,15
SEFIN;13/01/2017;13.01.0001;1721.22.20.00.00;Cota-parte da Compensação Financeira de Recursos Minerais - CFEM;11.839,30
SEFIN;13/01/2017;13.01.0002;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;3.524,19
SEFIN;13/01/2017;13.01.0003;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.966,54
SEFIN;13/01/2017;13.01.0004;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;161,87
SEFIN;13/01/2017;13.01.0005;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.778,01
SEFIN;13/01/2017;13.01.0006;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;5.477,11
SEFIN;13/01/2017;13.01.0007;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;12.540,00
SEFIN;13/01/2017;13.01.0008;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;165.528,74
SEFIN;13/01/2017;13.01.0009;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;287.840,52
SEFIN;13/01/2017;13.01.0010;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;475,56
SEFIN;13/01/2017;13.01.0011;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.952,46
SEFIN;13/01/2017;13.01.0012;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;620,36
SEFIN;13/01/2017;13.01.0013;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;96,39
SEFIN;13/01/2017;13.01.0014;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;2.641,92
SEFIN;13/01/2017;13.01.0015;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;968,00
SEFIN;13/01/2017;13.01.0016;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;237,78
SEFIN;13/01/2017;13.01.0017;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;1.324,18
SEFIN;13/01/2017;13.01.0018;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;91,83
SEFIN;13/01/2017;13.01.0019;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;136,40
SEFIN;13/01/2017;13.01.0020;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;80,20
SEFIN;13/01/2017;13.01.0021;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;68,34
SEFIN;16/01/2017;16.01.0001;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;2.287,36
SEFIN;16/01/2017;16.01.0002;1722.01.02.00.00;Cota-Parte do IPVA;359.721,69
SEDUC;16/01/2017;16.01.0003;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;71.944,34
AMT;16/01/2017;16.01.0004;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;76,55
AMT;16/01/2017;16.01.0005;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;98,92
SEFIN;16/01/2017;16.01.0006;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;331,27
SEFIN;16/01/2017;16.01.0007;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;2.573,81
SEFIN;16/01/2017;16.01.0008;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;117,55
SEFIN;16/01/2017;16.01.0009;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;5,44
SECPAT;16/01/2017;16.01.0010;1230.00.00.00.00;Contribuição para o Custeio do Serviço de Iluminação Pública;2.257.025,43
SEFIN;16/01/2017;16.01.0011;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;5.227,31
SEFIN;16/01/2017;16.01.0012;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;12.741,72
SEFIN;16/01/2017;16.01.0013;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;43,57
SEFIN;16/01/2017;16.01.0014;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;50,73
SEFIN;16/01/2017;16.01.0015;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;5.142,45
SEFIN;16/01/2017;16.01.0016;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;3.216,54
SEFIN;16/01/2017;16.01.0017;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;270,24
SEFIN;16/01/2017;16.01.0018;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;134,43
SEFIN;16/01/2017;16.01.0019;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;317,50
SEFIN;16/01/2017;16.01.0020;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;63,41
SEFIN;16/01/2017;16.01.0021;1121.25.00.00.00;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e Prestadoras de Serviços;30,27
SEFIN;16/01/2017;16.01.0022;1122.28.00.00.00;Taxa de Cemitérios;100,00
SEFIN;16/01/2017;16.01.0023;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;8.276,79
SEFIN;16/01/2017;16.01.0024;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;227,20
SEFIN;16/01/2017;16.01.0025;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;2.236,30
SEFIN;16/01/2017;16.01.0026;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;4.256,00
SEFIN;16/01/2017;16.01.0027;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;190,23
SEFIN;16/01/2017;16.01.0028;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;739,91
SEFIN;16/01/2017;16.01.0029;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;567,76
SEFIN;16/01/2017;16.01.0030;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;21,60
SEDUC;16/01/2017;16.01.0031;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;96.175,90
SEFIN;16/01/2017;16.01.0032;1122.99.00.00.00;Outras Taxas pela Prestação de Serviços;59,28
SECPAT;16/01/2017;16.01.0033;1325.02.99.13.00;REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS NÃO VINCULADOS;2.918,63
SEFIN;17/01/2017;17.01.0001;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;3.112,40
SEDUC;17/01/2017;17.01.0002;1721.35.01.00.00;Transferências do Salário-Educação;653.657,17
AMT;17/01/2017;17.01.0003;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;64,70
SEFIN;17/01/2017;17.01.0004;1722.01.01.00.00;Cota-Parte do ICMS;1.745.659,62
SEDUC;17/01/2017;17.01.0005;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;349.131,92
SEDUC;17/01/2017;17.01.0006;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;1.035.976,19
SEFIN;17/01/2017;17.01.0007;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;4.191,38
SEFIN;17/01/2017;17.01.0008;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;2.299,20
SEFIN;17/01/2017;17.01.0009;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;90,35
SEFIN;17/01/2017;17.01.0010;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;4.308,51
SEFIN;17/01/2017;17.01.0011;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.000,00
SEFIN;17/01/2017;17.01.0012;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;18,18
SEFIN;17/01/2017;17.01.0013;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;334,43
SEFIN;17/01/2017;17.01.0014;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;5.268,05
SEFIN;17/01/2017;17.01.0015;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;358,87
SEFIN;17/01/2017;17.01.0016;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;5.273,65
SEFIN;17/01/2017;17.01.0017;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;83,60
SEFIN;17/01/2017;17.01.0018;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;348,74
