Identificador do Contrato,UASG,Modalidade da Licitação,Número do Aviso da Licitação,Código do Contrato,Licitação associada,Origem da Licitação,Número,Objeto,Número de Aditivos,Número do Processo,CPF Contratada,CNPJ Contratada,Data de Assinatura,Fundamento Legal,Data de Início da Vigência,Data de Termino da Vigência,Valor inicial,Aditivos do Contrato > uri,Apostilamentos do Contrato > uri,Eventos do Contrato > uri
36420350000011994,364203: CNPQ/IMPA-INST.DE MATEMAT.PURA E APLICADA/RJ,"2: TOMADA DE PREÇOS                                  ",0000129/1994,"50: CONTRATO                                          ",Licitação 36420302001291994,SISPP,00001/1994,"Prestao de servios de vigilncia (armada), nas dependncias___do Instituto de Matemtica Pura e Aplicada.",5,129/94,,Fornecedor 72.099.062/0001-03: A-CINCO  SEGURANCA E VIGILANCIALTDA,01/03/1995,Artigo 22 pargrafo segundo da Lei 8.666/93.,01/03/1995,29/02/1996,"R$ 90,315.84",/contratos/id/contrato/36420350000011994/aditivos,/contratos/id/contrato/36420350000011994/apostilamentos,/contratos/id/contrato/36420350000011994/eventos
27316750000011994,273167: 01.DISTRITO RODOVIARIO FEDERAL/DNER/MT/AM,"3: CONCORRÊNCIA                                      ",0000385/1993,"50: CONTRATO                                          ",Licitação 27316703003851993,SISPP,00001/1994,"Obras de manuteno Rodoviria, que compreendem a cons, e rec. da R odovia, reformas e cons. de Obras de Artes Correntes e Especiais; Rodovia B R-230/AM; Trecho: Div. PA/AM Lbrea: Subtrecho: Div. PA/AM (km o) Inici o Trav. Rio Aripuan (km 314,5); Quilometragem: 314,5.",17,51110000877/93-3,,Fornecedor 04.104.717/0001-34: TERMAC    TERRAPLENAGEM    EPAVIMENTACAO LTDA,06/06/1994,"Decorre sob a mod. de Concorrncia Pblica e nos termos e cond. do Ed. 0385/93-01, Lei n 8666/93 e suas posteriores alteraes.",15/06/1994,14/06/1995,"R$ 1,166,806,344.60",/contratos/id/contrato/27316750000011994/aditivos,/contratos/id/contrato/27316750000011994/apostilamentos,/contratos/id/contrato/27316750000011994/eventos
25502250000011994,255022: FUNDACAO NACIONAL DE SAUDE/RO,"2: TOMADA DE PREÇOS                                  ",000034/1993,"50: CONTRATO                                          ",Licitação 25502202000341993,SISPP,00001/1994,"Contratao de Vigilncia Armada ostensiva por 24 horas, de segunda a sexta feira, sabados, domingos e feriados, para atender aos distritos, la boratrios, sede regional da Fundacao Nacional de Sade de Rondnia.",,25275000695/93-76,,Fornecedor 14.587.299/0001-37: CORMAT CORPO DE VIGILANTES DE MATOGROSSO LTDA,01/01/1994,Lei 8.666/93.,01/01/1994,31/12/1994,"R$ 135,660.00",/contratos/id/contrato/25502250000011994/aditivos,/contratos/id/contrato/25502250000011994/apostilamentos,/contratos/id/contrato/25502250000011994/eventos
25502750000011994,255027: FUNDACAO NACIONAL DE SAUDE/TO,"2: TOMADA DE PREÇOS                                  ",00007/1994,"50: CONTRATO                                          ",Licitação 25502702000071994,SISPP,00001/1994,"Prestaao de servio de fornecimento de passagens area , terrestre transporte de cargas e encomendas areas.",,25167001705/94-71,,Fornecedor 26.890.178/0001-49: NOBRE EXPRESS LTDA,14/12/1994,lei 8.666/93,14/12/1994,13/12/1999,"R$ 8,338.95",/contratos/id/contrato/25502750000011994/aditivos,/contratos/id/contrato/25502750000011994/apostilamentos,/contratos/id/contrato/25502750000011994/eventos
13003050000011994,130030: DISTRITO DE METEOROLOGIA/MT,"1: CONVITE                                           ",00001/1994,"50: CONTRATO                                          ",Licitação 13003001000011994,SISPP,00001/1994,"Limpeza, conservao, asseio e higienizao, na sede e dependncias do 4 DISME.",1,21168.000074/94,,Fornecedor 34.445.452/0001-07: PADRAO  CONSERVACAO  LIMPEZA  ERECURSOS HUMANOS LTDA,02/01/1995,Carta Convite 001/94,02/01/1995,31/12/1995,"R$ 6,627.36",/contratos/id/contrato/13003050000011994/aditivos,/contratos/id/contrato/13003050000011994/apostilamentos,/contratos/id/contrato/13003050000011994/eventos
17007550000011994,170075: SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - BA,"6: DISPENSA DE LICITAÇÃO                             ",00001/1994,"50: CONTRATO                                          ",Licitação 17007506000011994,SISPP,00001/1994,"Locao do imvel constitudo do prdio situado  rua Dr. Manoel vi torino, 04, 2 andar, na cidade de Guanambi/Ba. Clusula Quarta O present e contrato ficar prorrogado sucessiva e automaticamente, pelo prazo de doi s anos, mantidas todas as Clusulas e condies, se nenhuma das partes mani festar por escrito, sua inteno de por fim  locao, com antecedncia mn ima de sessenta dias do trmino do perodo contratual ou de cada prorroga o.",,13556000035/98-56,***.172.705-**,,01/12/1994,"Art. 24, Inciso X, da Lei nr. 8.666/93.",30/11/1998,29/11/2000,"R$ 18,265.92",/contratos/id/contrato/17007550000011994/aditivos,/contratos/id/contrato/17007550000011994/apostilamentos,/contratos/id/contrato/17007550000011994/eventos
15000550000011994,150005: MEC-CSG-COORDENACAO DE SERVICOS GERAIS/DF,"3: CONCORRÊNCIA                                      ",00007/1993,"50: CONTRATO                                          ",Licitação 15000503000071993,SISPP,00001/1994,"Servios de Limpeza, Manuteno e Conservao dos Edifcios Sede e Anexos, Garagem, Cetremec, Sepespe e Conselho Nacional de Educao, em Braslia-DF.",2,23000007287/93-21,,Fornecedor 00.061.036/0001-85: SITRAN       EMPREENDIMENTOSEMPRESARIAIS LTDA,03/01/1994,Lei 8.666/93.,03/01/1994,31/12/1994,"R$ 33,250,894.88",/contratos/id/contrato/15000550000011994/aditivos,/contratos/id/contrato/15000550000011994/apostilamentos,/contratos/id/contrato/15000550000011994/eventos
26400150000011994,264001: FUNDJORGE D.FIGUEIREDO DE SEG.MED.TRABALHO/SP,"2: TOMADA DE PREÇOS                                  ",00004/1993,"50: CONTRATO                                          ",Licitação 26400102000041993,SISPP,00001/1994,Prestao de servio de reprografia.,6,SAA/1947/1993.,,Fornecedor 56.811.086/0001-97: UNI REPRO S/C LTDA.,03/01/1994,Lei 8.666/93.,03/01/1994,31/12/1994,"R$ 20,277,600.00",/contratos/id/contrato/26400150000011994/aditivos,/contratos/id/contrato/26400150000011994/apostilamentos,/contratos/id/contrato/26400150000011994/eventos
17019550000011994,170195: SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - GO,"6: DISPENSA DE LICITAÇÃO                             ",00001/1994,"50: CONTRATO                                          ",Licitação 17019506000011994,SISPP,00001/1994,"CONTRATAO DE PRESTAO DE SERVIO DE COLETA, TRANSPORTE E ENTREGA DE CORRESPONDENCIAS AGRUPADAS.",1,10180000652/93-45,,Fornecedor 34.028.316/0013-47: EMPRESA BRASILEIRA DE CORREIOS ETELEGRAFOS,01/01/1994,LEI 8.666/93,01/01/1994,31/12/1998,"R$ 2,000.00",/contratos/id/contrato/17019550000011994/aditivos,/contratos/id/contrato/17019550000011994/apostilamentos,/contratos/id/contrato/17019550000011994/eventos
17019850000011994,170198: DELEGACIA DA REC.FEDERAL EM GOIANIA/GO,"6: DISPENSA DE LICITAÇÃO                             ",00001/1994,"50: CONTRATO                                          ",Licitação 17019806000011994,SISPP,00001/1994,"Prestao de servio de coleta, transporte e entrega de correspondncias agrupadas. (Parte do contrato transferido para a DRF/GO, em cumprimento as determinaes contidas no art. 74, pargrafo nico, alnea ""c"", da Portaria 228 de 03/09/98).",1,10180000652/93-45,,Fornecedor 34.028.316/0013-47: EMPRESA BRASILEIRA DE CORREIOS ETELEGRAFOS,01/01/1994,Lei 8.666/93,01/01/1994,31/12/1994,"R$ 2,000.00",/contratos/id/contrato/17019850000011994/aditivos,/contratos/id/contrato/17019850000011994/apostilamentos,/contratos/id/contrato/17019850000011994/eventos
17007854000011994,170078: SUP.REGIONAL RECEITA FEDERAL 5A.RF/BA,"3: CONCORRÊNCIA                                      ",00001/1993,"54: CONCESSÃO                                         ",Licitação 17007803000011993,SISPP,00001/1994,"O presente contrato tem por objeto permitir a instalao e explora o, a ttulo precrio, de duas Lojas Francas e respectivo Depsito, na zo na primria do Aeroporto Internacional Dois de Julho, municpio de Salvador",4,10580001795/95-60,,Fornecedor 01.370.788/0001-90: DUTY FREE BAHIA LTDA,22/07/1994,"Lei 8.666/93,e alteraes posteriores, e Regulamento Aduaneiro,aprovado pelo Dec 91.030/85, combinado com a Port MF 168/93.",15/08/1994,14/08/1999,R$ 0.00,/contratos/id/contrato/17007854000011994/aditivos,/contratos/id/contrato/17007854000011994/apostilamentos,/contratos/id/contrato/17007854000011994/eventos
25442350000011994,254423: CENTRO DE PESQUISAS RENE RACHAU,"2: TOMADA DE PREÇOS                                  ",00006/1994,"50: CONTRATO                                          ",Licitação 25442302000061994,SISPP,00001/1994,Prestacao de servico de vigilancia no Centro de Pesquisas Rene_ Ra chou/FIOCRUZ,8,25381001131/93-52,,Fornecedor 25.703.414/0001-08: SERVE  SERVICO  DE  VIGILANCIAESPECIALIZADA LTDA,02/03/1994,Artigo 22 inciso II da Lei 8.666/93,02/03/1994,01/03/1995,"R$ 17,314,110.00",/contratos/id/contrato/25442350000011994/aditivos,/contratos/id/contrato/25442350000011994/apostilamentos,/contratos/id/contrato/25442350000011994/eventos
25500950000011994,255009: FNS-FUNDACAO NACIONAL DE SAUDE/GO,"2: TOMADA DE PREÇOS                                  ",00002/1994,"50: CONTRATO                                          ",Licitação 25500902000021994,SISPP,00001/1994,"Contratao de uma empresa para prestar servios de vigilncia armada nos seguintes locais: Rua So Patrcio, n 237, Ceres-Go e Av. Bosques n 96, Formosa-Go.",2,25160000013/94-85,,Fornecedor 00.160.911/0001-86: SOLUCAO  SEGURANCA E VIGILANCIALTDA,01/07/1994,"Art. 23, inciso  II, letra ""b"".",01/07/1994,30/06/1999,"R$ 387,069.60",/contratos/id/contrato/25500950000011994/aditivos,/contratos/id/contrato/25500950000011994/apostilamentos,/contratos/id/contrato/25500950000011994/eventos
11360250000011994,113602: INST.PESQUISA ECONOMICA APLICADA/RJ,"6: DISPENSA DE LICITAÇÃO                             ",00001/1994,"50: CONTRATO                                          ",Licitação 11360206000011994,SISPP,00001/1994,Aluguel do 16 e 17 pavimentos do Edifcio Presidente Wilson desti nados a instalao e funcionamento das atividades do IPEA/Rio.,2,10512000062/94-95,,Fornecedor 17.162.579/0001-91: Lder Taxi Areo S/A,01/08/1994,"Inciso X, Art. 24, Lei 8666/93",01/08/1994,31/07/1997,"R$ 448,435.92",/contratos/id/contrato/11360250000011994/aditivos,/contratos/id/contrato/11360250000011994/apostilamentos,/contratos/id/contrato/11360250000011994/eventos
15302350000011994,153023: MEC-ETFQ-ESCOLA TEC. FEDERAL DE QUIMICA/RJ,"2: TOMADA DE PREÇOS                                  ",00004/1994,"50: CONTRATO                                          ",Licitação 15302302000041994,SISPP,00001/1994,"Locao e manuteno de 04 mquinas copiadoras, sendo trs instaladas na ETFQ-RJ e uma na UNED-Nilpolis.",1,23056000458/94,,Fornecedor 29.213.386/0004-44: XEROX DO BRASIL LTDA,01/08/1994,"Art. 23, inciso II, alnea b da Lei n 8.6663/94.",01/08/1994,31/12/1994,"R$ 51,625.00",/contratos/id/contrato/15302350000011994/aditivos,/contratos/id/contrato/15302350000011994/apostilamentos,/contratos/id/contrato/15302350000011994/eventos
17005550000011994,170055: SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PE,"2: TOMADA DE PREÇOS                                  ",000019/1994,"50: CONTRATO                                          ",Licitação 17005502000191994,SISPP,00001/1994,"Contratao de servios com locao de 32(trinta e duas)copiadoras, manuteno preventiva e corretiva e fornecimento de peas, instaladas  nos rgos do Ministrio da Fazenda nesta Capital.",4,104800108329412,,Fornecedor 29.213.386/0001-00: Xerox do Brasil Ltda,18/11/1994,"Artigo 22, inciso II da Lei 8.666/93",18/11/1994,17/11/1996,"R$ 19,466.44",/contratos/id/contrato/17005550000011994/aditivos,/contratos/id/contrato/17005550000011994/apostilamentos,/contratos/id/contrato/17005550000011994/eventos
17004150000011994,170041: DELEGACIA DA REC.FEDERAL EM FORTALEZA/CE,"6: DISPENSA DE LICITAÇÃO                             ",00001/1994,"50: CONTRATO                                          ",Licitação 17004106000011994,SISPP,00001/1994,"Locao de imvel localizado  Rua Joaquim Nabuco, 221, Centro, no Municpio de Quixad-CE.",1,10380015784/98-84,***.392.963-**,,02/12/1994,"Artigo 24, inciso X da Lei 8.666/93",02/01/1995,31/12/1999,"R$ 3,000.00",/contratos/id/contrato/17004150000011994/aditivos,/contratos/id/contrato/17004150000011994/apostilamentos,/contratos/id/contrato/17004150000011994/eventos
15302550000011994,153025: CENTRO FEDERAL DE EDUCAçãO TECNOLóGICA DE SC,"1: CONVITE                                           ",000028/1994,"50: CONTRATO                                          ",Licitação 15302501000281994,SISPP,00001/1994,FORNECIMENTO DE COMBUSTIVEIS,4,CONVITE028/94,,Fornecedor 75.459.461/0001-26: AUTO POSTO NIENKOTTER LTDA,01/10/1994,LEI 8666/93,01/11/1994,31/10/1995,"R$ 15,159.84",/contratos/id/contrato/15302550000011994/aditivos,/contratos/id/contrato/15302550000011994/apostilamentos,/contratos/id/contrato/15302550000011994/eventos
17001450000011994,170014: GERÊNCIA REGIONAL DE ADM. NO DISTRITO FEDERAL,"3: CONCORRÊNCIA                                      ",00003009/1993,"50: CONTRATO                                          ",Licitação 17001403030091993,SISPP,00001/1994,PRESTAO DE SERVIOS DE LIMPEZA E CONSERVAO COM FORNECIMENTO DE MATERIAL NOS EDIFCIOSE INSTALAES DO MF/DF,2,10166005330/93-15,,Fornecedor 00.339.291/0001-47: EMPRESA JUIZ DE FORA DE SERVICOSGERAIS LTDA,31/12/1993,ART. 22 INCISO I,01/01/1994,31/12/1998,"R$ 2,590,824,000.00",/contratos/id/contrato/17001450000011994/aditivos,/contratos/id/contrato/17001450000011994/apostilamentos,/contratos/id/contrato/17001450000011994/eventos
15321750000011994,153217: CENTRO FED. DE EDUCACAO TEC. BENTO GONCALVES,"6: DISPENSA DE LICITAÇÃO                             ",00001/1994,"50: CONTRATO                                          ",Licitação 15321706000011994,SISPP,00001/1994,Operacionalizacao e comercializacao de produto excedentes.,1,23000051980/95-85,,Fornecedor 89.804.371/0001-30: Cooperativa  escola dos alunosEAFPJK de Bento Goncalves Ltda.,11/11/1994,Art. 24 Inciso II da Lei 8.666/93,11/11/1994,31/12/1994,"R$ 5,000.00",/contratos/id/contrato/15321750000011994/aditivos,/contratos/id/contrato/15321750000011994/apostilamentos,/contratos/id/contrato/15321750000011994/eventos
51017050000011994,510170: GERÊNCIA EXECUTIVA FLORIANÓPOLIS/SC,"6: DISPENSA DE LICITAÇÃO                             ",00001/1994,"50: CONTRATO                                          ",Licitação 51017006000011994,SISPP,00001/1994,"aluguel de imvel para instalar o almoxarifado do INSS, grande Flo rianpolis/SC.",3,35346008172/89-28,***.832.699-**,,06/04/1994,art. 24 da Lei 8.666/93,06/04/1994,05/04/1995,"R$ 8,156.52",/contratos/id/contrato/51017050000011994/aditivos,/contratos/id/contrato/51017050000011994/apostilamentos,/contratos/id/contrato/51017050000011994/eventos
15319650000011994,153196: ESCOLA AGROTECNICA FEDERAL BARBACENA/MEC/MG,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1994,"50: CONTRATO                                          ",Licitação 15319607000011994,SISPP,00001/1994,Cooperao tcnica e Pedaggica e comercializao de produtos agroindustriais.,7,23000076132/94-25,,Fornecedor 19.554.039/0001-89: COOP ESCOLA DOS AL DA ESC AGROTECFED DE BARBACENA LTDA,02/10/1994,Lei 8.666/93,03/10/1994,31/12/1994,"R$ 1,500.00",/contratos/id/contrato/15319650000011994/aditivos,/contratos/id/contrato/15319650000011994/apostilamentos,/contratos/id/contrato/15319650000011994/eventos
51017950000011994,510179: CENTRO REABILIT. PROFISSIONAL FLORIANOPOLIS,"2: TOMADA DE PREÇOS                                  ",00001/1994,"50: CONTRATO                                          ",Licitação 51017902000011994,SISPP,00001/1994,Contratao de locao de servios pernoites destinados  benefici rios do INSS em processo de reabilitao profissional.,5,35346002967/94-07,,Fornecedor 85.156.867/0001-93: HN HOTELARIA E TURISMO LTDA ME,20/12/1994,"Artigo 23, Inciso II, Alnea ""a"" da Lei n 8.666/93",20/12/1994,19/12/1995,"R$ 108,276.00",/contratos/id/contrato/51017950000011994/aditivos,/contratos/id/contrato/51017950000011994/apostilamentos,/contratos/id/contrato/51017950000011994/eventos
19311150000011994,193111: IBAMA - SUPERINTENDENCIA ESTADUAL/MG,"2: TOMADA DE PREÇOS                                  ",00001/1994,"50: CONTRATO                                          ",Licitação 19311102000011994,SISPP,00001/1994,Prestao de servios de vigilncia Armada da Supes/MG e Unidades Descentralizadas localizadas no interior do Estado de Minas Gerais.,3,0201501858/94,,Fornecedor 65.183.568/0001-30: ELITE TECNOLOGIA EM SEGURANCA LTDA,28/04/1994,Seo V Capitulo III da Lei 8.666/93,01/05/1994,31/12/1994,"R$ 12,000.00",/contratos/id/contrato/19311150000011994/aditivos,/contratos/id/contrato/19311150000011994/apostilamentos,/contratos/id/contrato/19311150000011994/eventos
36420150000011994,364201: CNPQ - CENTRO BRASILEIRO DE PESQ.FISICAS,"2: TOMADA DE PREÇOS                                  ",00002/1994,"50: CONTRATO                                          ",Licitação 36420102000021994,SISPP,00001/1994,Prestao de servios de conservao e assitncia tcnica preventiva e corretiva para manter 04 (quatro) elevadores nesta Unidade de Pesquisas.,5,DAD/CBPF 04401993,,Fornecedor 90.347.840/0004-60: ELEVADORES SUR S/A - INDUSTRIA ECOMERCIO,01/03/1994,"Pargrafo 2, da Lei n 8.666/93",01/03/1994,01/03/1995,"R$ 11,333.52",/contratos/id/contrato/36420150000011994/aditivos,/contratos/id/contrato/36420150000011994/apostilamentos,/contratos/id/contrato/36420150000011994/eventos
38003250000011994,380032: DELEG.REGIONAL DO TRABALHO/DRT/MTB/AM,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1994,"50: CONTRATO                                          ",Licitação 38003207000011994,SISPP,00001/1994,locao de um imovel para funcionamento da subdelegacia de tabatin ga,3,46202,***.451.202-**,,01/11/1994,"lei 8666/93, art 24 alterado pela lei 8883/94",01/11/1994,31/12/1994,"R$ 7,387.56",/contratos/id/contrato/38003250000011994/aditivos,/contratos/id/contrato/38003250000011994/apostilamentos,/contratos/id/contrato/38003250000011994/eventos
